,speakerid,filename,birthplace,native_language,sex
712,1860,spanish127,"san salvador, el salvador",spanish,male
713,1869,spanish128,"lima, peru",spanish,female
714,1870,arabic74,"alexandria, egypt",arabic,male
715,1872,english514,"youngstown, ohio, usa",english,male
716,1873,english515,"youngstown, ohio, usa",english,female
717,1874,spanish129,"havana, cuba",spanish,female
718,1875,english516,"dripping springs, texas, usa",english,female
719,1876,english517,"colorado springs, colorado, usa",english,male
720,1878,english518,"kells, meath, ireland",english,male
721,1882,english519,"karachi, pakistan",english,female
722,1884,english520,"st. paul, minnesota, usa",english,female
723,1885,arabic75,"riyadh, saudi arabia",arabic,female
724,1886,english521,"bethesda, maryland, usa",english,female
725,1887,english522,"bethpage, new york, usa",english,female
726,1888,english523,"madison, wisconsin, usa",english,female
727,1890,english524,"downers grove, illinois, usa",english,male
728,1891,spanish130,"guayaquil, ecuador",spanish,male
729,1892,arabic76,"jiddah, saudi arabia",arabic,male
730,1893,english525,"albion, new york, usa",english,female
731,1894,arabic77,"ad dammam, saudi arabia",arabic,female
732,1895,english526,"woodbridge, virginia, usa",english,male
733,1897,arabic78,"washington, district of columbia, usa",arabic,female
734,1899,arabic79,"medina, saudi arabia",arabic,female
735,1901,arabic80,"najran, saudi arabia",arabic,male
736,1903,spanish131,"havana, cuba",spanish,male
737,1904,spanish132,"rio piedras, puerto rico",spanish,female
738,1907,english527,"wynnewood, pennsylvania, usa",english,female
739,1908,english528,"green bay, wisconsin, usa",english,female
740,1914,arabic81,"riyadh, saudi arabia",arabic,male
741,1916,spanish133,"cochabamba, bolivia",spanish,male
742,1917,arabic82,"damascus, syria",arabic,male
743,1920,arabic83,"riyadh, saudi arabia",arabic,male
744,1921,spanish134,"la union, el salvador",spanish,female
745,1923,spanish135,"santiago de cuba, cuba",spanish,female
746,1925,english529,"burlington, vermont, usa",english,female
747,1926,english530,"detroit, michigan, usa",english,female
748,1927,arabic84,"medina, saudi arabia",arabic,female
749,1928,english531,"nokesville, virginia, usa",english,female
750,1933,english532,"bristol, connecticut, usa",english,female
751,1934,english533,"fairfax, virginia, usa",english,female
752,1949,spanish136,"santiago, chile",spanish,male
753,1951,english534,"mineola, new york, usa",english,female
754,1955,english535,"plymouth, massachusetts, usa",english,female
755,1956,english536,"richmond, virginia, usa",english,female
756,1957,english537,"woodbridge, virginia, usa",english,female
757,1958,english538,"lyndhurst, virginia, usa",english,female
758,1959,english539,"orange county, california, usa",english,female
759,1960,english540,"arlington, virginia, usa",english,female
760,1961,english541,"fort lauderdale, florida, usa",english,female
761,1962,english542,"toronto, ontario, canada",english,male
762,1963,arabic85,"ad dammam, saudi arabia",arabic,female
763,1964,arabic86,"cairo, egypt",arabic,male
764,1969,english543,"vancouver, british columbia, canada",english,female
765,1970,english544,"hanover, new hampshire, usa",english,male
766,1979,spanish137,"santa ana, el salvador",spanish,female
767,1980,spanish138,"san miguel, el salvador",spanish,female
768,1981,spanish139,"guatemala city, guatemala",spanish,male
769,1985,spanish140,"cochabamba, bolivia",spanish,female
770,1995,english545,"tangier island, virginia, usa",english,male
771,1996,english546,"tangier island, virginia, usa",english,female
772,1997,english547,"tangier island, virginia, usa",english,male
773,2003,english548,"dublin, ireland",english,male
774,2005,arabic87,"kuwait city, kuwait",arabic,female
775,2008,arabic88,"beirut, lebanon",arabic,female
776,2009,spanish141,"la union, el salvador",spanish,male
777,2012,english549,"exminister, uk",english,female
778,2016,spanish142,"san salvador, el salvador",spanish,female
779,2022,arabic89,"baghdad, iraq",arabic,female
780,2026,spanish143,"oviedo, spain",spanish,male
781,2028,english550,"fredericksburg, virginia, usa",english,male
782,2029,english551,"king george, virginia, usa",english,female
783,2036,arabic90,"tripoli, libya",arabic,female
784,2043,english552,"bethesda, maryland, usa",english,female
785,2046,english553,"nashville, tennessee, usa",english,male
786,2047,english554,"hoffman estates, illinois, usa",english,female
787,2049,english555,"brooklyn, new york, usa",english,male
788,2050,english556,"brooklyn, new york, usa",english,female
789,2051,spanish144,"florencia, zacatecas, mexico",spanish,female
790,2052,spanish145,"florencia, zacatecas, mexico",spanish,female
791,2053,english557,"sharjah, united arab emirates",english,female
792,2055,english558,"queens, new york, usa",english,male
793,2056,english559,"reston, virginia, usa",english,female
794,2057,spanish146,"las palmas, oaxaca, mexico",spanish,male
795,2059,english560,"hartford, connecticut, usa",english,female
796,2060,english561,"yorktown, virginia, usa",english,female
797,2061,english562,"florence, south carolina, usa",english,female
798,2074,english563,"manassas, virginia, usa",english,male
799,2077,english564,"casper, wyoming, usa",english,male
800,2078,spanish147,"puerto_cabezas, nicaragua",spanish,male
801,2079,spanish148,"la ceiba, honduras",spanish,male
802,2080,english565,"portland, oregon, usa",english,female
803,2081,english566,"derby, england, uk",english,male
804,2086,arabic91,"riyadh, saudi arabia",arabic,female
805,2087,arabic92,"baghdad, iraq",arabic,male
806,2091,spanish149,"bilwi, puerto cabezas, nicaragua",spanish,male
807,2094,spanish150,"bilwi, puerto cabezas, nicaragua",spanish,male
808,2096,spanish151,"bilwas karma, rio coco, nicaragua",spanish,female
809,2100,spanish152,"barcelona, spain",spanish,male
810,2101,english567,"new york, new york, usa",english,male
811,2103,english568,"quincy, florida, usa",english,female
812,2104,english569,"sydney, australia",english,male
813,2106,english570,"parma, ohio, usa",english,female
814,2112,arabic93,"baghdad, iraq",arabic,female
815,2113,english571,"washington, dc, usa",english,male
816,2114,arabic94,"abu dhabi, united arab emirates",arabic,female
817,2118,spanish153,"bogota, colombia",spanish,male
818,2121,english572,"fort worth, texas, usa",english,male
819,2124,english573,"painesville, ohio, usa",english,male
820,2127,spanish154,"montevideo, uruguay",spanish,male
821,2130,spanish155,"lima, peru",spanish,male
822,2142,spanish156,"montevideo, uruguay",spanish,female
823,2143,arabic95,"kuwait city, kuwait",arabic,female
824,2144,spanish157,"mexico city, mexico",spanish,female
825,2148,spanish158,"santurce, puerto rico",spanish,female
826,2149,spanish159,"san salvador, el salvador",spanish,male
827,2150,spanish160,"bogota, colombia",spanish,male
828,2153,arabic96,"riyadh, saudi arabia",arabic,male
829,2154,arabic97,"sharjah, united arab emirates",arabic,female
830,2155,arabic98,"ras al khaimah, united arab emirates",arabic,female
831,2156,spanish161,"leon, nicaragua",spanish,female
832,2157,arabic99,"ad dammam, saudi arabia",arabic,female
833,2159,arabic100,"beirut, lebanon",arabic,female
834,2160,arabic101,"doha, qatar",arabic,male
835,2161,arabic102,"jiddah, saudi arabia",arabic,male
836,2162,english574,"toronto, ontario, canada",english,female
837,2165,english575,"great falls, virginia, usa",english,male
838,2167,english576,"washington, dc, usa",english,female
839,2169,spanish162,"mexico city, mexico",spanish,male
840,2170,english577,"san leandro, california, usa",english,female
841,2171,english578,"salford, lancashire, uk",english,male
842,2172,english579,"adelaide, australia",english,male
843,2185,english580,"rochester, new york, usa",english,male
844,2186,english581,"guelph, ontario, canada",english,female
845,2187,english582,"dundee, scotland, uk",english,male
846,2195,english583,"london, england, uk",english,male
847,2196,arabic103,"baghdad, iraq",arabic,male
848,2197,english584,"monterey, california, usa",english,male
849,2200,arabic104,"riyadh, saudi arabia",arabic,female
850,2201,arabic105,"riyadh, saudi arabia",arabic,female
851,2202,arabic106,"riyadh, saudi arabia",arabic,male
852,2203,arabic107,"riyadh, saudi arabia",arabic,male
853,2204,arabic108,"riyadh, saudi arabia",arabic,female
854,2205,arabic109,"riyadh, saudi arabia",arabic,female
855,2207,english585,"dumfries, virginia, usa",english,female
856,2212,spanish163,"asuncion, paraguay",spanish,male
857,2216,arabic110,"riyadh, saudi arabia",arabic,male
858,2217,arabic111,"riyadh, saudi arabia",arabic,female
859,2218,arabic112,"riyadh, saudi arabia",arabic,female
860,2219,arabic113,"riyadh, saudi arabia",arabic,female
861,2220,arabic114,"amman, jordan",arabic,female
862,2221,english586,"chesterfield, virginia, usa",english,female
863,2222,arabic115,"damascus, syria",arabic,female
864,2225,english587,"philadelphia, pennsylvania, usa",english,female
865,2230,spanish164,"zacatecas, mexico",spanish,female
866,2235,spanish165,"mayaguez, puerto rico",spanish,male
867,2238,spanish166,"santo domingo, dominican republic",spanish,female
868,2239,spanish167,"lima, peru",spanish,female
869,2240,spanish168,"pasto, colombia",spanish,male
870,2243,arabic116,"al ras, saudi arabia",arabic,female
871,2250,spanish169,"ponce, puerto rico",spanish,female
872,2253,arabic117,"al ras, saudi arabia",arabic,male
873,2254,arabic118,"riyadh, saudi arabia",arabic,male
874,2256,arabic119,"jiddah, saudi arabia",arabic,male
875,2257,arabic120,"riyadh, saudi arabia",arabic,male
876,2258,arabic121,"riyadh, saudi arabia",arabic,male
877,2259,spanish170,"cochabamba, bolivia",spanish,male
878,2260,spanish171,"guayaquil, ecuador",spanish,female
879,2268,arabic122,"sabt alalaya, saudi arabia",arabic,male
880,2279,spanish172,"la union, el salvador",spanish,male
881,2288,spanish173,"ambato, ecuador",spanish,female
882,2298,spanish174,"falcon, venezuela",spanish,female
883,2300,spanish175,"rio piedras, puerto rico",spanish,female
884,2304,arabic123,"riyadh, saudi arabia",arabic,male
885,2310,arabic124,"geulmim, morocco",arabic,male
886,2311,arabic125,"beersheba, israel",arabic,male
887,2312,arabic126,"beersheba, israel",arabic,male
888,2313,arabic127,"tarshiha-maalot, israel",arabic,female
889,2317,spanish176,"panama city, panama",spanish,male
890,2321,arabic128,"riyadh, saudi arabia",arabic,male
891,2328,spanish177,"sonsonate, el salvador",spanish,female
892,2331,arabic129,"ramallah, palestine",arabic,male
893,2335,spanish178,"chalatenango, el salvador",spanish,female
894,2336,spanish179,"san miguel, el salvador",spanish,female
895,2338,spanish180,"cochabamba, bolivia",spanish,male
896,2344,arabic130,"unizah, saudi arabia",arabic,male
897,2345,arabic131,"riyadh, saudi arabia",arabic,male
898,2361,english588,"fairfax, virginia, usa",english,female
899,2362,english589,"gloucester, uk",english,male
900,2364,spanish181,"lima, peru",spanish,female
901,2367,spanish182,"trujillo, peru",spanish,male
902,2370,spanish183,"bogota, colombia",spanish,female
903,2371,spanish184,"lima, peru",spanish,male
904,2372,spanish185,"san salvador, el salvadore",spanish,female
905,2373,spanish186,"tegucigalpa, honduras",spanish,male
906,2374,english590,"lakeland, florida, usa",english,female
907,2375,english591,"colorado springs, colorado, usa",english,female
908,2376,english592,"miami, florida, usa",english,female
909,2377,english593,"boston, massachusetts, usa",english,female
910,2378,english594,"richmond, virginia, usa",english,female
911,2379,english595,"leesburg, virginia, usa",english,female
912,2380,english596,"baltimore, maryland, usa",english,female
913,2381,english597,"fairfax, virginia, usa",english,male
914,2382,english598,"mitchell, south dakota, usa",english,male
915,2383,english599,"alexandria, virginia, usa",english,female
916,2385,english600,"portland, oregon, usa",english,female
917,2387,arabic132,"cairo, egypt",arabic,female
918,2393,spanish187,"santurce, puerto rico",spanish,female
919,2396,spanish188,"panama city, panama",spanish,female
920,2397,spanish189,"santa clara, san vicente, el salvador",spanish,male
921,2399,arabic133,"abha, saudi arabia",arabic,female
922,2401,spanish190,"bogota, colombia",spanish,male
923,2404,english601,"fairfax, virginia, usa",english,male
924,2405,english602,"new york, new york, usa",english,female
925,2407,arabic134,"abha, saudi arabia",arabic,female
926,2410,arabic135,"riyadh, saudi arabia",arabic,female
927,2411,arabic136,"cardiff, wales, uk",arabic,female
928,2425,arabic137,"al-ayn, united arab emirates",arabic,male
929,2426,arabic138,"riyadh, saudi arabia",arabic,male
930,2427,arabic139,"khartoum, sudan",arabic,male
931,2428,english603,"los angeles, california, usa",english,male
932,2433,arabic140,"taif, saudi arabia",arabic,female
933,2434,spanish191,"bogota, colombia",spanish,female
934,2437,arabic141,"cairo, egypt",arabic,male
935,2438,english604,"brisbane, queensland, australia",english,female
936,2439,english605,"cairns, queensland, australia",english,male
937,2440,english606,"southport, australia",english,female
938,2441,english607,"narrabri, new south wales, australia",english,female
939,2442,english608,"brisbane, queensland, australia",english,male
940,2443,english609,"narrandera, new south wales, australia",english,female
941,2444,english610,"townsville, queensland, australia",english,female
942,2445,english611,"brisbane, queensland, australia",english,male
943,2452,arabic142,"almajmaah, saudi arabia",arabic,male
944,2466,spanish192,"cordoba, argentina",spanish,male
945,2467,spanish193,"david, panama",spanish,female
946,2470,arabic143,"medina, saudi arabia",arabic,female
947,2471,spanish194,"cochabamba, bolivia",spanish,male
948,2475,spanish195,"guatemala city, guatemala",spanish,female
949,2479,arabic144,"laayoune, morocco",arabic,male
950,2482,spanish196,"san cristobal, dominican republic",spanish,female
951,2488,arabic145,"riyadh, saudi arabia",arabic,female
952,2491,spanish197,"madrid, spain",spanish,female
953,2496,spanish198,"tejupilco, mexico",spanish,female
954,2507,spanish199,"san juan, puerto rico",spanish,male
955,2508,arabic146,"amman, jordan",arabic,male
956,2521,spanish200,"bogota, colombia",spanish,female
957,2533,english612,"middlesbrough, england, uk",english,male
958,2544,arabic147,"baha, saudi arabia",arabic,female
959,2550,arabic148,"taif, saudi arabia",arabic,female
960,2570,english613,"melbourne, australia",english,male
961,2584,arabic149,"riyadh, saudi arabia",arabic,female
962,2586,spanish201,"mexico city, mexico",spanish,male
963,2588,spanish202,"mexico city, mexico",spanish,female
964,2590,spanish203,"usulutan, el salvador",spanish,female
965,2592,arabic150,"riyadh, saudi arabia",arabic,female
966,2598,arabic151,"riyadh, saudi arabia",arabic,female
967,2602,spanish204,"almeria, spain",spanish,male
968,2606,english614,"pensacola, florida, usa",english,female
969,2607,arabic152,"riyadh, saudi arabia",arabic,female
970,2613,english615,"dublin, ireland",english,male
971,2614,spanish205,"cerete, colombia",spanish,male
972,2615,spanish206,"santiago, chile",spanish,female
973,2619,english616,"fort wayne, indiana, usa",english,male
974,2630,english617,"kingston, jamaica",english,female
975,2674,english618,"fullerton, california, usa",english,male
976,2676,arabic153,"kuwait city, kuwait",arabic,male
977,2684,spanish207,"ica, peru",spanish,female
978,2692,spanish208,"santo domingo, dominican republic",spanish,male
979,2693,arabic154,"baha, saudi arabia",arabic,male
980,2705,spanish209,"lima, peru",spanish,female
981,2720,arabic155,"buraydah, saudi arabia",arabic,male
982,2724,english619,"jackson, tennessee, usa",english,male
983,2729,spanish210,"cordoba, argentina",spanish,female
984,2730,arabic156,"cairo, egypt",arabic,female
985,2734,arabic157,"sanaa, yemen",arabic,female
986,2735,english620,"glasgow, scotland, uk",english,male
987,2741,arabic158,"jakarta, indonesia",arabic,male
988,2742,arabic159,"medina, saudi arabia",arabic,male
989,2743,arabic160,"amman, jordan",arabic,female
990,2749,arabic161,"minya, egypt",arabic,female
991,2750,arabic162,"buraydah, saudi arabia",arabic,male
992,2752,arabic163,"bouznika, morocco",arabic,female
993,2760,spanish211,"la paz, bolivia",spanish,female
994,2761,spanish212,"la union, el salvador",spanish,female
995,2765,arabic164,"sale, morocco",arabic,female
996,2769,spanish213,"loja, ecuador",spanish,male
997,2770,spanish214,"neiva, colombia",spanish,female
998,2771,arabic165,"beirut, lebanon",arabic,female
999,2780,arabic166,"buraydah, saudi arabia",arabic,male
1000,2788,arabic167,"alkharj, saudi arabia",arabic,male
1001,2791,spanish215,"cochabamba, bolivia",spanish,female
1002,2793,english621,"pittsburgh, pennsylvania, usa",english,female
1003,2794,arabic168,"jiddah, saudi arabia",arabic,female
1004,2799,english622,"st. paul, minnesota, usa",english,female
1005,2801,spanish216,"caracas, venezuela",spanish,female
1006,2803,english623,"fort wayne, indiana, usa",english,male
1007,2804,english624,"washington, district of columbia, usa",english,male
1008,2805,english625,"minneapolis, minnesota, usa",english,male
1009,2806,english626,"hammond, indiana, usa",english,female
1010,2809,arabic169,"tripoli, libya",arabic,female
1011,2811,arabic170,"vienna, virginia, usa",arabic,female
1012,2827,spanish217,"bogota, colombia",spanish,female
1013,2829,spanish218,"danli, honduras",spanish,female
1014,2832,arabic171,"medina, saudi arabia",arabic,male
1015,2835,spanish219,"santa ana, el salvador",spanish,female
1016,2842,arabic172,"montgomery, alabama, usa",arabic,male
1017,2844,spanish220,"guadalajara, jalisco, mexico",spanish,male
1018,2847,english627,"sydney, australia",english,female
1019,2855,english628,"pittsburgh, pennsylvania, usa",english,male
1020,2858,arabic173,"tyre, lebanon",arabic,female
1021,2861,spanish221,"bogota, colombia",spanish,female
1022,2864,arabic174,"riyadh, saudi arabia",arabic,female
1023,2865,spanish222,"villalba, puerto rico",spanish,female
1024,2867,spanish223,"santa rosa, texas, usa",spanish,female
1025,2868,arabic175,"jiddah, saudi arabia",arabic,male
1026,2873,arabic176,"jiddah, saudi arabia",arabic,male
1027,2889,arabic177,"riyadh, saudi arabia",arabic,male
1028,2894,english629,"south riding, virginia, usa",english,female
1029,2895,english630,"woodbridge, virginia, usa",english,female
1030,2896,english631,"harrisonburg, virginia, usa",english,female
1031,2897,english632,"falls church, virginia, usa",english,female
1032,2898,english633,"washington, district of columbia, usa",english,female
1033,2899,arabic178,"jiddah, saudi arabia",arabic,male
1034,2900,arabic179,"riyadh, saudi arabia",arabic,male
1035,2901,arabic180,"riyadh, saudi arabia",arabic,male
1036,2902,arabic181,"riyadh, saudi arabia",arabic,male
1037,2903,arabic182,"riyadh, saudi arabia",arabic,female
1038,2904,arabic183,"riyadh, saudi arabia",arabic,female
1039,2905,arabic184,"riyadh, saudi arabia",arabic,male
1040,2906,arabic185,"riyadh, saudi arabia",arabic,male
1041,2907,arabic186,"riyadh, saudi arabia",arabic,female
1042,2908,arabic187,"riyadh, saudi arabia",arabic,female
1043,2909,arabic188,"riyadh, saudi arabia",arabic,male
1044,2910,arabic189,"riyadh, saudi arabia",arabic,female
1045,2911,arabic190,"riyadh, saudi arabia",arabic,female
1046,2912,arabic191,"riyadh, saudi arabia",arabic,female
1047,2913,arabic192,"riyadh, saudi arabia",arabic,female
1048,2914,arabic193,"riyadh, saudi arabia",arabic,male
1049,2915,arabic194,"riyadh, saudi arabia",arabic,male
1050,2916,english634,"alexandria, virginia, usa",english,male
1051,2917,english635,"vienna, virginia, usa",english,female
1052,2918,english636,"washington, dc, usa",english,female
1053,2919,english637,"knoxville, tennessee, usa",english,female
1054,2920,english638,"new york, new york, usa",english,male
1055,2921,english639,"hopkinsville, kentucky, usa",english,male
1056,2922,english640,"aurora, colorado, usa",english,female
1057,2923,english641,"fairfax, virginia, usa",english,female
1058,2924,english642,"woodbridge, virginia, usa",english,female
1059,2925,english643,"culpeper, virginia, usa",english,female
1060,2926,english644,"watertown, new york, usa",english,female
1061,2927,spanish224,"la serena, chile",spanish,female
1062,2932,english645,"hollister, california, usa",english,male
1063,2933,spanish225,"durango, mexico",spanish,male
1064,2934,spanish226,"los mochis, sinaloa, mexico",spanish,male
1065,2935,spanish227,"durango, durango, mexico",spanish,female
1066,2938,spanish228,"piura, peru",spanish,female
1067,2939,english646,"hazleton, pennsylvania, usa",english,male
